UNK	GMP1	GMP2	GMP3	MKP	pDC	Bcell	CD4Tcell	CD8Tcell	NKcell	CLP	Ery	LMPP	CMP	GMP	HSC	MEP	Mono	MPP
RCBTB2	64	67	67	827	558	68	248	3190	1990	4714	1337	141	471	764	945	452	640	7345	295
LINC01077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
LINC00462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CYSLTR2	38	0	2	0	89	53	4	510	282	539	44	10	256	635	203	660	127	1324	791
FNDC3A	2530	1726	2114	3045	4580	3816	5997	8596	6019	5238	5126	376	6315	9917	13566	10293	8118	11235	10214
MLNR	6	0	6	0	31	0	11	0	0	1	2	0	5	11	17	12	6	1	6
CDADC1	513	444	243	540	1288	791	750	1104	1151	1166	1184	535	1393	2517	2326	3191	2035	1219	3589
CAB39L	12	34	34	196	348	64	650	470	354	749	551	32	158	357	348	332	608	425	668
AL136218.1	0	0	0	0	0	0	0	2	3	0	1	0	1	1	0	1	1	0	1
SETDB2	779	1115	1077	2830	1094	1265	5432	5354	4296	2580	4016	781	3916	5716	8996	4586	6684	2419	5722
PHF11	386	157	223	502	619	603	4287	6025	4273	3557	2897	85	1724	2426	3387	3129	2177	4310	3276
RCBTB1	670	416	565	762	1050	1371	2939	2885	2236	2297	6798	2523	3095	5620	4804	4522	8760	3655	4572
ARL11	11	215	69	123	173	137	458	8	12	32	506	0	352	503	709	606	110	1667	694
EBPL	211	358	239	478	1756	348	339	893	579	325	1482	4	2156	3986	3340	3748	4707	469	4671
KPNA3	1110	1216	634	1191	2591	1611	3741	6395	5121	7302	6356	3665	3461	8351	10471	5137	9859	5922	6343
SPRYD7	273	121	84	143	297	283	535	578	449	899	210	485	560	613	967	1010	985	390	854
TRIM13	280	174	155	288	1139	562	2231	2264	1212	1905	3103	1577	2073	3005	2927	2987	2950	1668	3133
KCNRG	3	0	2	0	35	40	156	67	35	150	188	233	40	70	59	49	39	109	75
DLEU1	13	24	8	10	61	52	629	724	296	205	527	240	436	806	654	833	1371	198	578
RP11-175B12.2	0	0	0	0	0	0	1	15	7	0	0	0	1	1	1	1	11	0	1
DLEU7	1	1	1	2	1	22	29	254	141	50	34	3	18	85	90	6	41	1519	12
DLEU7-AS1	0	1	0	4	2	0	33	5	6	1	7	0	0	1	2	1	0	11	1
RNASEH2B-AS1	0	0	10	6	37	30	90	43	33	18	30	0	18	36	77	41	42	34	34
RNASEH2B	880	1198	949	2079	1295	1764	3358	3250	2507	1663	5856	1513	4225	6521	11314	3961	6001	1808	4726
LINC00371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FAM124A	12	32	1	40	5	28	10	19	17	16	45	3	42	39	98	195	13	91	107
SERPINE3	72	128	38	156	199	255	473	895	713	860	868	490	267	451	529	470	609	492	556
INTS6	410	688	459	682	1338	1544	4795	8035	6621	7234	5161	3595	2721	5153	6085	4053	6824	5323	4341
INTS6-AS1	6	3	2	0	41	11	153	244	163	93	116	41	72	84	42	140	98	77	159
WDFY2	1203	779	1305	1723	2447	2129	1555	1540	1167	1046	2359	77	2063	3063	6227	2900	2217	4031	3010
DHRS12	129	89	89	243	915	418	750	855	374	231	226	10	480	879	831	743	462	812	919
RP11-327P2.5	14	27	75	113	185	317	102	406	363	57	116	11	31	64	58	149	101	178	214
CCDC70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP7B	25	17	16	0	1064	123	2	104	34	27	78	323	210	1599	135	491	7563	24	468
ALG11	54	32	121	324	356	193	1453	1132	843	833	494	694	542	875	717	719	1078	789	509
UTP14C	295	574	227	192	2924	959	2150	1957	1754	2598	1895	1882	2101	3588	3975	2180	5696	2037	2297
NEK5	5	38	0	0	9	5	21	13	10	10	7	8	68	49	71	63	100	2	90
NEK3	105	61	40	20	448	25	768	486	145	330	272	26	898	1092	1041	962	991	1122	1108
RP13-444H2.1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
THSD1	0	1	0	1	26	5	9	25	21	18	29	0	26	13	23	20	53	17	23
VPS36	3317	2475	3273	5546	8364	6698	6212	6136	5505	6517	5113	870	5115	11254	12008	9272	11986	8657	10833
CKAP2	1269	1622	1838	3528	8739	3546	6119	4460	2757	1791	21801	28842	10132	19628	19014	12959	23763	5594	14624
LINC00345	2	1	0	0	1	1	6	5	4	1	4	8	0	12	16	0	8	0	0
RP11-78J21.4	0	0	0	0	0	0	0	1	0	0	0	5	0	0	1	0	3	0	1
HNRNPA1L2	325	168	72	508	876	1235	904	1322	1132	1043	750	32	1102	1905	1926	1475	1872	555	1737
SUGT1	1221	1216	1444	2601	6160	2630	6070	8931	7374	6534	7753	4036	8343	18319	15943	17869	14394	7452	18517
LECT1	0	4	18	10	43	139	16	41	25	17	76	3	13	38	29	316	10	20	91
PCDH8	0	8	0	0	0	0	0	0	0	0	0	0	0	2	0	28	1	0	40
OLFM4	0	0	0	0	0	0	4	1	0	27	1	16	66	2	1	0	0	16	0
LINC01065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00458	11	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	1
PRR20A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR20B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR20C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR20D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR20E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDH17	0	0	0	0	7	0	0	0	0	0	0	0	0	15	0	838	0	1	1203
LINC00374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DIAPH3	201	491	281	650	2128	1945	100	51	85	100	2502	4316	1329	2665	3782	587	2087	131	466
DIAPH3-AS1	0	0	0	0	0	1	0	0	0	0	11	7	4	5	13	2	5	0	3
DIAPH3-AS2	1	0	0	0	0	4	0	1	0	0	22	27	6	18	23	2	22	1	10
LINC00434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
TDRD3	674	462	401	819	1043	858	2017	3527	2804	3045	2055	551	2471	3122	3899	3236	3610	2049	3357
LINC00378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-196P2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDH20	0	0	0	0	19	0	0	0	0	0	0	0	2	2	5	104	0	0	72
LINC00358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
AL445989.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-473M10.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-394A14.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP11-394A14.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00355	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	1	0	0
LINC01052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDH9	275	296	133	303	13324	1861	27708	73	84	167	5531	16	2411	17948	1863	36015	3076	35	36721
PCDH9-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
PCDH9-AS2	0	0	0	0	0	0	8	0	0	0	6	0	1	7	1	15	0	0	15
PCDH9-AS3	0	0	0	0	0	0	9	0	0	0	4	0	0	0	0	9	0	0	7
PCDH9-AS4	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1	4	1	0	1
LINC00364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLHL1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ATXN8OS	14	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0
LINC00348	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DACH1	658	977	1457	4070	1627	3042	26	134	5	50	2563	1	2784	5455	8095	6432	2423	653	5704
MZT1	37	30	70	60	351	174	570	836	507	614	1385	2224	731	977	1101	733	1187	393	845
BORA	90	82	132	821	746	303	875	1038	782	649	1249	1450	922	1545	1977	741	2352	585	870
DIS3	2098	1624	1661	2478	4154	2585	8293	8978	7083	7555	4924	2136	6401	11854	14950	7488	12802	6952	8520
PIBF1	388	440	419	580	772	423	4602	5818	4529	3217	3311	925	2787	4023	5031	4364	4247	2106	5082
KLF5	70	58	200	320	138	40	102	473	167	20	53	6	99	1031	595	1541	235	733	1048
LINC00393	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LINC00392	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
KLF12	402	354	401	1298	1759	2352	12528	31160	24277	34330	5886	10	3089	7165	6018	5081	5411	1430	5909
LINC00402	0	0	0	0	0	0	3	6383	3726	3	0	0	0	0	0	0	0	0	0
AL355390.1	0	0	0	0	0	0	1	64	25	0	0	0	0	0	0	0	0	0	0
LINC00381	1	0	0	0	0	0	0	21	15	0	0	0	0	0	0	0	0	0	0
LINC00347	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
LINC01078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TBC1D4	260	320	157	432	555	885	91	10341	4057	238	1066	1	752	1218	1805	897	2129	2006	834
TBC1D4-AS1	0	0	0	0	2	2	0	1	1	2	2	0	0	0	0	1	0	1	0
COMMD6	174	173	145	361	419	515	1903	3065	2163	1570	1844	187	1206	2327	2254	2108	1544	1404	2464
UCHL3	105	71	72	149	311	150	298	548	472	471	572	226	691	1216	1634	581	1633	555	997
RP11-173B14.5	0	0	0	0	0	0	15	12	12	1	6	2	8	8	8	10	6	1	6
LMO7	249	39	219	80	957	577	2098	5668	3903	405	572	33	804	1182	1195	1593	779	376	1620
C13orf45	0	0	0	0	0	0	0	4	0	0	0	0	1	4	0	0	2	0	0
LINC00561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCTD12	41	106	1506	16775	3100	9278	840	2221	1437	1122	1816	42	2677	1271	16771	3207	937	170766	2836
IRG1	0	0	0	0	0	0	1	5	0	0	0	0	0	1	1	1	1	9	0
CLN5	84	122	157	196	326	344	1520	2903	1957	617	1186	557	1200	1591	1713	1399	1254	1952	1594
FBXL3	825	597	455	784	2199	1472	6134	8615	6117	4953	5052	4194	2625	4763	4555	4569	6026	5351	5277
MYCBP2	15013	13366	14705	23206	57952	17755	71399	71740	52313	38588	44160	2045	31770	61271	88184	47652	46665	60522	54625
MYCBP2-AS1	12	5	2	7	2	0	218	131	106	52	69	2	42	112	40	73	45	85	96
SCEL	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
SCEL-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLAIN1	624	469	453	443	895	536	1929	4444	3347	1927	3058	229	1710	2687	3908	1898	2969	303	2690
EDNRB-AS1	14	0	0	0	0	1	0	11	16	1	3	0	0	4	8	1	28	3	1
EDNRB	0	0	4	0	6	0	0	2	0	0	6	1	4	48	5	1	4	43	0
RNF219-AS1	0	0	0	0	0	0	5	7	8	0	10	1	2	8	1	2	5	3	17
RP11-318G21.4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	15	0	0
LINC01069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-203P2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-52L5.6	0	0	0	0	0	0	18	0	0	0	14	0	0	0	0	0	0	0	0
POU4F1	0	0	0	0	0	1	71	3	0	0	253	0	0	20	2	0	6	1	0
RNF219	17	54	71	567	279	90	1335	1461	1588	2055	1972	1263	1478	900	1044	870	1330	442	984
LINC00331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM26	3378	2368	2496	3948	5995	8927	18315	16253	13566	8708	13748	3396	8070	13208	18940	11272	14200	8203	12289
RBM26-AS1	37	3	8	6	27	15	309	351	342	245	117	62	64	123	171	113	188	38	187
NDFIP2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDFIP2	0	0	1	0	2	10	52	389	202	243	32	108	0	1146	0	8	376	0	12
LINC01068	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
LINC01038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPRY2	2153	444	762	2516	1940	106	77	5	170	360	512	3	689	1672	1728	1035	1406	65	1933
RP11-521J24.1	0	0	0	0	0	0	6	0	0	1	0	0	0	0	1	0	0	0	0
LINC00564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-452B18.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLITRK1	0	0	1	0	0	1	0	0	0	0	1	0	0	4	0	9	0	0	4
LINC00333	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
LINC00375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLITRK6	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	4	0	2
RP11-30L8.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-342C20.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4500HG	0	0	0	0	0	0	0	0	0	0	0	1	1	9	3	14	0	0	14
RP11-29P20.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
SLITRK5	7	26	1	0	81	528	6	8	4	47	3	0	341	644	345	1106	109	1	1640
LINC00397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-471M2.3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
RP11-545P6.2	0	0	0	0	0	0	0	0	7	31	0	0	0	0	0	0	0	0	0
LINC00433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00560	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01047	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LINC00440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-75N6.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
LINC01049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
LINC00380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3
GPC5	3	1	63	0	344	7	1	3	0	1	0	0	77	87	31	681	152	1	364
GPC5-AS2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	4	0	0	9
GPC5-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
LINC00363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPC6	141	14	2	0	0	0	0	6	3	1	42	6	211	288	380	551	694	0	358
GPC6-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
GPC6-AS1	0	0	0	0	0	0	0	0	0	0	0	0	8	2	2	5	10	0	2
DCT	0	0	0	15	0	0	20	43	28	10	16	0	8	6	7	62	0	1	66
TGDS	117	100	73	339	117	123	364	751	542	449	381	156	497	663	791	422	681	294	417
GPR180	111	132	106	226	930	317	706	1385	1033	1016	1329	406	953	2530	2496	1032	1915	696	1398
LINC00391	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SOX21	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	0	0
SOX21-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	75	0	0
LINC00557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC4	449	651	564	926	16851	607	459	1495	965	1051	298	5592	2452	19093	5940	3874	19730	537	9807
CLDN10	178	331	354	191	25	16	0	0	0	0	46	0	655	808	1909	457	271	7	847
CLDN10-AS1	0	0	0	0	0	0	0	0	1	0	0	0	26	2	2	6	0	1	31
DZIP1	127	74	34	22	148	44	0	0	0	0	10	0	69	138	178	66	38	0	139
DNAJC3-AS1	61	191	79	15	771	251	106	271	103	143	232	55	472	1135	624	892	698	250	1142
DNAJC3	1934	2027	1928	3709	7755	7277	5669	7982	7184	12663	4742	1348	6801	17794	26805	9204	12151	21358	10610
UGGT2	254	245	83	84	483	41	55	4	1	30	11	88	482	1004	1009	842	1008	937	864
HS6ST3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00359	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RP11-65L19.4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OXGR1	1	7	0	2	6	0	0	0	0	0	4	0	18	4	8	24	0	19	7
LINC00456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBNL2	434	417	432	884	1208	761	9220	7149	5601	6436	4065	4109	1969	5281	4661	5249	7254	7871	6187
RAP2A	446	501	571	2288	1484	2556	1964	2527	3263	7170	3689	8350	2397	5055	6569	2235	5112	3504	2606
RP11-120E13.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-383H17.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPO5	8636	8497	8271	17176	30233	17474	13185	21379	16440	12132	16800	11478	28668	58846	71414	28806	70907	13490	36287
FARP1	53	38	169	312	100	14	648	354	208	99	156	56	180	162	300	71	126	68	108
RNF113B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-261P24.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FARP1-AS1	0	0	0	0	0	0	0	10	0	1	2	5	0	0	2	1	0	0	0
STK24	1983	1390	1171	3730	7871	5314	11056	13926	8357	6019	12395	9082	4842	10414	11511	4941	11253	13118	6264
STK24-AS1	49	0	0	0	13	0	30	28	27	5	9	0	3	36	19	24	17	62	15
SLC15A1	11	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0
DOCK9	2	3	2	0	39	18	1994	20421	13459	5919	669	65	64	3	34	132	217	3	17
DOCK9-AS1	0	0	0	0	0	0	6	51	26	3	0	0	0	0	0	0	0	0	0
DOCK9-AS2	0	6	0	0	0	60	78	249	130	61	3	0	0	0	0	1	1	0	33
UBAC2-AS1	0	36	33	18	111	16	102	116	119	66	99	19	49	129	173	127	173	56	208
UBAC2	248	268	333	400	1157	647	1712	3035	2433	1565	1089	290	1361	2363	2817	1622	2384	2637	1867
GPR18	112	27	97	232	199	359	9712	4973	4954	4212	1447	156	513	583	1410	788	768	1104	678
GPR183	552	1853	6801	33806	1605	20878	15646	29832	7340	2227	316	29	2271	2586	22696	1958	444	9074	1991
LINC00449	5	3	2	0	2	6	37	21	12	3	3	3	14	13	38	106	10	6	11
TM9SF2	2352	2749	2826	5915	8423	14155	7532	9249	6832	9444	8332	3600	11307	22432	35583	11932	17049	36535	15927
LINC01039	22	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0
CLYBL	8	9	33	16	147	55	229	828	490	184	224	65	259	535	658	332	732	76	539
CLYBL-AS2	0	0	0	0	0	0	49	52	62	13	24	2	11	6	44	9	26	7	31
CLYBL-AS1	0	0	0	0	0	0	1	2	0	8	3	0	2	0	6	1	3	1	1
ZIC5	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
ZIC2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LINC00554	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
PCCA	115	206	386	220	1023	102	700	655	890	1138	177	59	1188	1772	2078	1501	2612	1000	1669
PCCA-AS1	0	55	68	251	40	1	48	95	95	158	13	1	82	175	168	132	161	103	128
GGACT	15	3	6	15	16	0	13	65	79	172	10	0	57	99	188	86	92	83	86
TMTC4	229	94	122	171	784	345	594	592	403	736	772	78	1288	1588	2547	1179	2266	665	1261
NALCN-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NALCN	6	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ITGBL1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	27	0	0
RP11-397O8.7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
FGF14	0	0	0	0	0	0	0	1	0	0	0	1	1	3	2	0	17	0	0
FGF14-IT1	0	1	0	0	1	0	0	3	0	0	0	0	22	2	2	1	0	0	0
FGF14-AS1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
FGF14-AS2	6	24	78	19	101	9	15	64	55	10	91	39	129	255	205	197	204	8	197
LINC00555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TPP2	2770	2064	2574	4806	11552	2903	8138	16886	14479	12697	8070	1950	8469	17649	20726	12430	17500	10253	15557
RP11-29B2.5	7	2	0	0	0	0	84	180	98	127	99	1	33	77	57	63	52	53	86
METTL21C	0	0	0	0	0	0	191	95	72	11	9	0	14	14	9	5	4	5	23
CCDC168	0	3	0	0	9	0	3	3	4	22	4	33	18	10	27	26	3	3	0
LINC00283	6	0	0	0	9	0	1	2	1	2	2	5	11	5	5	3	1	2	1
TEX30	37	70	47	55	346	151	232	350	272	306	805	437	736	976	1193	912	1286	161	930
KDELC1	81	112	89	16	432	115	0	17	62	131	65	40	1036	1640	1171	1136	1090	2	873
BIVM	190	118	177	192	1807	382	160	573	788	1231	675	448	1882	3147	2664	2606	2930	202	2857
BIVM-ERCC5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCC5	223	194	136	359	317	435	1291	2870	2240	2351	1146	296	1009	1519	2236	1151	1648	1370	1312
RP11-255P5.2	0	0	0	0	0	0	46	50	69	65	4	1	12	6	6	18	8	5	14
SLC10A2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
RP11-123H22.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAOA-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAOA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EFNB2	63	12	0	0	2904	18	28	19	11	13	138	4	25	342	16	511	81	7	749
ARGLU1	1974	1072	989	1866	3789	2236	3218	4256	3602	2598	4416	1786	2427	3994	3599	3675	4063	2544	4707
LINC00551	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	1	0	0
LINC00443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM155A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LIG4	26	116	265	302	497	437	4247	1333	1164	1346	10826	385	1059	1551	2686	1777	1968	1831	1539
ABHD13	115	104	58	365	439	373	2212	2915	2110	2065	2793	727	1215	2135	2489	1239	1418	3487	1679
TNFSF13B	827	1645	1848	1777	597	252	77	339	105	281	133	5	4138	2543	11486	1292	2036	16859	2480
MYO16	0	35	0	0	10	0	2	72	18	0	0	4	1	233	2	11	1455	1	13
MYO16-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
MYO16-AS1	0	0	0	0	5	0	0	0	1	0	0	0	0	2	1	0	9	22	0
LINC00370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
LINC01067	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1
LINC00399	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	1	25	0
LINC00676	1	0	0	0	0	5	1	3	0	1	0	0	1	5	13	1	4	49	1
IRS2	2477	2842	3690	5912	1281	2583	1523	2564	1384	1350	1534	984	1025	2819	5859	2183	1699	18798	2771
LINC00396	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
COL4A1	0	0	0	0	80	0	0	1	0	0	0	0	1	0	3	1	0	17	2
COL4A2	30	1	10	0	26	2	0	0	0	0	0	0	0	0	2	0	0	22	0
COL4A2-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL4A2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
RAB20	153	11	47	37	34	132	7	21	15	11	14	0	45	56	258	51	11	1977	19
CARKD	369	87	162	132	399	485	474	978	482	431	298	118	491	570	883	533	892	775	547
CARS2	342	232	201	328	1152	537	1119	1038	672	630	296	72	846	1702	1772	840	1923	2098	1520
ING1	226	65	100	529	412	452	546	440	354	409	566	74	315	583	732	274	457	1157	373
LINC00567	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	1	0	0
LINC00346	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	22	0
ANKRD10	1636	564	531	1233	1846	1651	7011	5275	4347	6082	9429	650	3632	6966	7070	4923	6840	4675	6206
LINC00431	0	0	0	0	0	0	0	0	3	0	0	0	0	2	6	0	2	2	2
LINC00368	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ARHGEF7-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF7	1238	492	451	2669	3161	2621	5704	3669	2375	4051	10064	354	2452	3835	5028	2782	5329	3632	2866
ARHGEF7-AS1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
TEX29	0	0	0	0	0	2	7	11	3	10	6	0	4	1	2	1	1	1	1
RP11-65D24.2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
